res_of_id,res_of_lname,res_of_name,res_of_trip_id,res_payment
NULL,Jase,Moreno,2,116.08
NULL,Wyatt,Hess,2,152.76
NULL,Sadie,Ellison,2,70.2
NULL,Jenny,Murray,2,234.91
NULL,Elianna,Patton,2,217.93
NULL,Elise,Dorsey,2,70.85
NULL,Sharon,Long,2,108.85
NULL,Richard,Woods,2,56.6
NULL,Shamar,Huffman,2,238.63
NULL,Myah,Rodriguez,2,162.95
NULL,Brendan,Liu,2,67.01
NULL,Lilah,Hutchinson,2,85.14
NULL,Jazmyn,Burns,2,55.5
NULL,Rylee,Zimmerman,2,231.08
NULL,Bryson,Gentry,2,177.16
NULL,Tyler,Bauer,2,228.26
NULL,Malachi,Casey,2,55.22
NULL,Marcos,Turner,2,197.49
NULL,Jaylen,Graves,2,176.18
NULL,Alessandro,Christian,2,117.34
NULL,Layton,Mcpherson,2,75.61
NULL,Leonidas,Stevenson,2,126.83
NULL,Kennedy,Shaw,2,59.42
NULL,Xavier,Porter,2,158.08
NULL,Miley,Salazar,2,92.3
NULL,Finn,Herrera,2,165.92
NULL,Alan,Graves,2,216.41
NULL,Alanna,Mcintosh,2,134.36
NULL,Shannon,Roman,2,129.45
NULL,Antwan,Decker,2,210.24
NULL,German,Oliver,2,54.22
NULL,Nicholas,Juarez,2,218.09
NULL,Jaqueline,Bray,2,91.16
NULL,Deacon,Mccoy,2,113.32
NULL,Leonel,Morton,2,111.97
NULL,Braelyn,Pennington,2,163.81
NULL,Adalyn,Lutz,2,130.85
NULL,Jeremiah,Harrison,2,93.27
NULL,Marquise,Kidd,2,143.47
NULL,Adriana,Bolton,2,94.31
NULL,Josephine,Reese,2,200.27
NULL,Sara,Reyes,2,249.7
NULL,Milagros,Mahoney,2,205.63
NULL,Everett,Miranda,2,206.21
NULL,Esteban,Powers,2,161.27
NULL,Camron,Sloan,2,218.92
NULL,Deshawn,Ferguson,2,205.83
NULL,Ezra,Roach,2,50.55
NULL,Neil,Stark,2,84.18
NULL,Nia,Petersen,2,79.76
NULL,Mina,Erickson,2,150.04
NULL,Enzo,Rosales,2,98.74
NULL,Lizbeth,Sanchez,2,183.85
NULL,Ella,Berger,2,201
NULL,Mariyah,Bonilla,2,180.92
NULL,Cooper,Santos,2,136.51
NULL,Finnegan,Evans,2,60.92
NULL,Camren,Copeland,2,236.45
NULL,Jayson,Moyer,2,132.16
NULL,Zoey,Vargas,2,98.96
NULL,Ezra,Webster,2,94.24
NULL,Cierra,Bryan,2,100.05
NULL,Lennon,Walsh,2,94.27
NULL,Ahmed,Montes,2,123.56
NULL,Lilyana,Levy,2,52.57
NULL,Lailah,Ferguson,2,233.1
NULL,Carolina,Grant,2,148.74
NULL,Allan,Bean,2,128.08
NULL,Jairo,Shannon,2,184.1
NULL,Iliana,Reeves,2,174.7
NULL,Ashlyn,Barrera,2,52.31
NULL,Carlee,Foster,2,231.12
NULL,Elian,Ayala,2,74.59
NULL,Lena,Walsh,2,172.56
NULL,Christine,Frey,2,230.8
NULL,Alexis,Peterson,2,61.81
NULL,Kaiya,Hale,2,81
NULL,River,Clarke,2,82.84
NULL,Gerald,Cook,2,184.14
NULL,Janiya,Pham,2,132.93
NULL,Corey,Lowe,2,96.63
NULL,Kiara,Howard,2,58.14
NULL,Jaylen,Ritter,2,164.06
NULL,Cade,Ellison,2,85.09
NULL,Brianna,David,2,103.6
NULL,Howard,Bradford,2,138.78
NULL,Thalia,Lin,2,148.45
NULL,Maddox,Faulkner,2,158.5
NULL,Kaylee,Khan,2,57.69
NULL,Jakob,Morales,2,244.7
NULL,Melanie,Horn,2,63.57
NULL,Yasmin,Aguilar,2,224.98
NULL,Kaiya,Patton,2,69.63
NULL,Tabitha,Forbes,2,60.29
NULL,Jordan,Odom,2,231.65
NULL,Frances,Rojas,2,153.33
NULL,Santos,Boyer,2,155.96
NULL,Derrick,Jenkins,2,149.53
NULL,Marvin,Vasquez,2,216.54
NULL,Jamya,Mcintosh,2,132.65
NULL,Jonas,Caldwell,2,238.39
NULL,Jane,Gaines,2,72.57
NULL,Zaria,Thornton,2,62.29
NULL,Katelyn,Osborn,2,192.57
NULL,Malia,Cook,2,193.68
NULL,Zion,Bolton,2,186.81
NULL,Phoenix,Lewis,2,116.2
NULL,Ivy,Molina,2,224.17
NULL,Nikhil,York,2,234.13
NULL,Rigoberto,Ramirez,2,140.74
NULL,Bryant,Mckenzie,2,103.7
NULL,Jasmine,Chen,2,210.2
NULL,Jamiya,Acosta,2,231.16
NULL,Matias,Nunez,2,70.06
NULL,Harley,French,2,165.06
NULL,Layne,Vincent,2,144.29
NULL,Cecilia,Hamilton,2,121.51
NULL,Marlie,Sharp,2,205.97
NULL,Cindy,Santiago,2,96.59
NULL,Uriel,Dyer,2,220.75
NULL,Damarion,Walls,2,67.28
NULL,Whitney,Jackson,2,188.91
NULL,Darius,Woodard,2,188.26
NULL,Addison,Gaines,2,157.53
NULL,Cassidy,Dennis,2,89.88
NULL,Evelin,Morales,2,67.67
NULL,Janiyah,Lamb,2,79.11
NULL,Tabitha,Hancock,2,128.3
NULL,Dallas,Lutz,2,194.76
NULL,Shannon,Simon,2,176.31
NULL,William,Fuller,2,137.61
NULL,Jadyn,Hendrix,2,139.49
NULL,Brayan,Mooney,2,151.72
NULL,Efrain,Holloway,2,76.58
NULL,Leila,Haney,2,147.92
NULL,Heather,Wilson,2,99.71
NULL,Shannon,Michael,2,111.09
NULL,Leila,Booth,2,91.81
NULL,Gabriella,Mcgee,2,114.66
NULL,Aden,Noble,2,52.48
NULL,Zackery,Alexander,2,161.32
NULL,Jonah,Gibson,2,77.95
NULL,Travis,Mitchell,2,234.19
NULL,Darien,Hammond,2,59.96
NULL,Trevon,Russell,2,128.28
NULL,Dante,Dean,2,223.27
NULL,Annabelle,Pittman,2,99.01
NULL,Grady,Harding,2,160.14
NULL,London,Li,2,185.7
NULL,Irvin,Alexander,2,80.63
NULL,Johnathon,Valdez,2,198.29
NULL,Belinda,Faulkner,2,189.25
NULL,Darrell,Ortega,2,169.01
NULL,Manuel,Nolan,2,69.38
NULL,Campbell,Orozco,2,67.32
NULL,Jameson,Stokes,2,124.42
NULL,Elena,Hanna,2,71.82
NULL,Jennifer,Pierce,2,53.12
NULL,Luna,Yates,2,126.21
NULL,Jerimiah,Mosley,2,152.07
NULL,Terrell,Bradshaw,2,78.23
NULL,Alisha,Duncan,2,102.24
NULL,Noemi,Kim,2,204.66
NULL,Jay,Ashley,2,203.45
NULL,Zara,Craig,2,224.35
NULL,Travis,Hartman,2,115.76
NULL,Giovanna,Zimmerman,2,190.82
NULL,Nicolas,Stanton,2,206.7
NULL,Guillermo,Pierce,2,169.09
NULL,Frederick,White,2,174.58
NULL,Santino,Nguyen,2,240.05
NULL,Kobe,Donaldson,2,144.1
NULL,Brock,Decker,2,52.11
NULL,Eddie,Rivas,2,233.45
NULL,Lexi,Costa,2,139.81
NULL,Bethany,Gonzalez,2,179.08
NULL,Maverick,Hendrix,2,111.33
NULL,Moriah,Barrera,2,153.47
NULL,Keyon,Brandt,2,135.6
NULL,Matias,Choi,2,98.32
NULL,Mitchell,Montoya,2,104.71
NULL,Issac,Christian,2,168.1
NULL,Terry,Kline,2,91.26
NULL,Adalynn,Blake,2,248.25
NULL,Yahir,Juarez,2,148.32
NULL,Nancy,Branch,2,231.35
NULL,Tamara,Walters,2,223.51
NULL,Neveah,Bolton,2,183.95
NULL,Kade,Wilcox,2,228.28
NULL,Demarion,Howell,2,145.27
NULL,Carl,Short,2,95.83
NULL,Omari,Farmer,2,105.79
NULL,Samara,Roberts,2,155.01
NULL,Hadley,Strong,2,113.4
NULL,Adonis,Guzman,2,128.53
NULL,Kaleb,Robbins,2,68.07
NULL,Jerry,Harding,2,143.16
NULL,Slade,Duran,2,145.6
NULL,Spencer,Zhang,2,77.89
NULL,Stephany,Good,2,80.67
NULL,Gaven,Sullivan,2,122.23
NULL,Tucker,Hood,2,238.21
NULL,Travis,Barrera,2,95.6
NULL,Keith,Kerr,2,117.32
NULL,Breanna,Stein,2,164.06
NULL,Alexander,Frazier,2,105.87
NULL,Makaila,Riley,2,110.16
NULL,Marilyn,Willis,2,147.3
NULL,Miles,Chang,2,148.37
NULL,London,James,2,66.16
NULL,Skylar,Vincent,2,88.11
NULL,Isai,Mcintosh,2,242.28
NULL,Vaughn,Wall,2,155.65
NULL,Brennen,Gonzalez,2,93.47
NULL,Elvis,Villegas,2,148.08
NULL,Lacey,Sparks,2,136.12
NULL,Ryker,Kelly,2,171.68
NULL,Aryana,Dyer,2,96.24
NULL,Jazmyn,Krause,2,182.31
NULL,Amiyah,Day,2,93.54
NULL,Gianni,Todd,2,144.36
NULL,Diya,Sloan,2,61.16
NULL,Kingston,Harrell,2,76.36
NULL,Emiliano,Barrett,2,60.49
NULL,Eden,Conrad,2,235.65
NULL,Jaelyn,Chambers,2,143.19
NULL,Lauren,Parks,2,129.64
NULL,Juliette,Rosales,2,108.27
NULL,Jaquan,Schroeder,2,192.81
NULL,Alina,Morris,2,199.95
NULL,Aylin,Mcknight,2,91.04
NULL,Kenyon,Delacruz,2,224.98
NULL,Alma,Blair,2,248.16
NULL,Santiago,Wilkerson,2,174.54
NULL,Zane,Olsen,2,122.88
NULL,Kieran,Arias,2,172.25
NULL,Paisley,Barnett,2,222.76
NULL,Asa,Hart,2,53.21
NULL,Maya,Olsen,2,120.18
NULL,Antoine,Schroeder,2,238.68
NULL,Heath,Quinn,2,173.21
NULL,Sincere,Velazquez,2,79.15
NULL,Carsen,Mcbride,2,61.47
NULL,Iyana,Chang,2,161.32
NULL,Jackson,Tucker,2,234.13
NULL,Nikolas,Potts,2,145.4
NULL,Shania,Khan,2,150.54
NULL,Skylar,Walker,2,125.13
NULL,Ronan,Walters,2,199.23
NULL,Amari,Everett,2,129.01
NULL,Pablo,Rich,2,224.92
NULL,Madeline,Cantu,2,169.97
NULL,Alma,Copeland,2,139.8
NULL,Manuel,Michael,2,119.24
NULL,Emelia,Alvarado,2,85.26
NULL,Rafael,Pugh,2,237.02
NULL,Everett,Aguirre,2,135.01
NULL,Evan,Knight,2,224.6
NULL,Jabari,Orozco,2,56.31
NULL,Alonso,Hensley,2,105.63
NULL,Arielle,Webb,2,189.63
NULL,Kayleigh,Cervantes,2,86.59
NULL,Emilio,Cowan,2,164.55
NULL,Ernest,Miles,2,219.09
NULL,Halle,Wagner,2,164.78
NULL,Deegan,Boyd,2,152.63
NULL,Aylin,Ayala,2,100.67
NULL,Mitchell,Burton,2,186.78
NULL,Kaila,Macias,2,76.8
NULL,Jonas,Rogers,2,158.7
NULL,Cristal,English,2,85.71
NULL,Seamus,Hammond,2,155.13
NULL,Mallory,Mcneil,2,189.78
NULL,Alanna,Gay,2,55.07
NULL,Landyn,Lamb,2,120.38
NULL,Mylie,Downs,2,218.81
NULL,Darion,Solis,2,125.73
NULL,Angel,Mcdonald,2,150.87
NULL,Logan,Flores,2,120.02
NULL,Abbey,Houston,2,115.86
NULL,Gina,Yates,2,240.48
NULL,Jaquan,Gould,2,153.79
NULL,Anderson,Caldwell,2,189.48
NULL,Konner,Wolfe,2,136.64
NULL,Miguel,Rivera,2,57.95
NULL,Jaylee,Hart,2,249.07
NULL,Koen,Sweeney,2,61.13
NULL,Aubrey,Bell,2,175.86
NULL,Marley,Davenport,2,190.57
NULL,June,Black,2,167.89
NULL,Tate,Huang,2,63.97
NULL,Immanuel,Richardson,2,222.73
NULL,Octavio,Robbins,2,156.15
NULL,Abram,Houston,2,66.9
NULL,Vincent,Lambert,2,226.31
NULL,Leandro,Contreras,2,73.29
NULL,Luna,Little,2,244
NULL,Julian,Brandt,2,195.93
NULL,Angeline,Ochoa,2,67.44
NULL,Makena,Savage,2,211.26
NULL,Marina,Chung,2,236.57
NULL,Alessandra,Saunders,2,83.14
NULL,Zoey,Howe,2,142.76
NULL,Isabell,Horne,2,200.9
NULL,Lexi,Hopkins,2,205.49
NULL,Talan,Estes,2,62.72
NULL,Kash,Kerr,2,83.98
NULL,Ramon,Blankenship,2,72.35
NULL,Allie,Lozano,2,217.73
NULL,Bo,Reese,2,163.92
NULL,Alana,Waller,2,114.76
NULL,Lyric,Lucas,2,226.07
NULL,April,Hutchinson,2,119.41
NULL,Annalise,Ferguson,2,207.32
NULL,Elise,Garner,2,69.66
NULL,Scarlet,Perry,2,237.22
NULL,Andre,Maxwell,2,177.07
NULL,Santino,Vazquez,2,173.74
NULL,Shiloh,Little,2,154.64
NULL,Seth,Hobbs,2,214.55
NULL,Dean,Potter,2,224.9
NULL,Macy,Maddox,2,222.44
NULL,Irene,Charles,2,78.39
NULL,Evelin,Huffman,2,153.49
NULL,Reynaldo,Ballard,2,216.47
NULL,Darien,Ramos,2,70.13
NULL,Emery,Cameron,2,236.72
NULL,Terrell,Ruiz,2,213.85
NULL,Dalia,Mata,2,72.88
NULL,Lauren,Carter,2,177
NULL,Nataly,Gates,2,91.27
NULL,Allan,Jones,2,71.69
NULL,Kellen,Thomas,2,165.61
NULL,Aleah,Mahoney,2,173.98
NULL,Kasen,Greene,2,120.04
NULL,Mckayla,Hood,2,221.8
NULL,Gina,Buchanan,2,132.95
NULL,Eden,Hunt,2,109.61
NULL,Marlon,Sullivan,2,190.43
NULL,Lorenzo,Daniels,2,155.59
NULL,Rashad,Griffith,2,193.07
NULL,Paityn,Blankenship,2,246.84
NULL,Justice,Porter,2,195.09
NULL,Beatrice,Stevenson,2,58.92
NULL,Lawrence,Donovan,2,191.25
NULL,Kaley,Chung,2,176.99
NULL,Matias,Hansen,2,211.29
NULL,Jude,Wall,2,115.28
NULL,Ann,Savage,2,202.14
NULL,Carlo,Giles,2,76.99
NULL,Kyla,Liu,2,99.47
NULL,Maximus,Hayden,2,239.87
NULL,Kolten,Fischer,2,82.62
NULL,Natasha,Martin,2,85.96
NULL,Jerome,Silva,2,183.94
NULL,Salvador,Pineda,2,242.87
NULL,Karter,Meadows,2,73.68
NULL,Fatima,Lyons,2,66.43
NULL,Brenda,Levy,2,58.19
NULL,Marlie,Parks,2,79.03
NULL,Dawson,Bowman,2,150.4
NULL,Raiden,Pena,2,234.32
NULL,Alec,Kemp,2,173.26
NULL,Aryanna,Koch,2,84.02
NULL,Jamari,Reid,2,155.8
NULL,Brylee,Dyer,2,65.85
NULL,Todd,Beasley,2,160.08
NULL,Paisley,Baldwin,2,191.61
NULL,Ramiro,Underwood,2,172.46
NULL,Dax,Landry,2,192.98
NULL,Lillianna,Bridges,2,163.9
NULL,Aracely,Casey,2,165.15
NULL,Porter,Lynch,2,245.35
NULL,Addisyn,Underwood,2,97.2
NULL,Brendon,Downs,2,151.01
NULL,Zechariah,Ferrell,2,52.45
NULL,Chasity,Andersen,2,130.83
NULL,Megan,Pineda,2,214.05
NULL,Mikayla,Chase,2,54.39
NULL,Willow,Mccarthy,2,236.05
NULL,Claire,Blackwell,2,190.01
NULL,Nataly,Bruce,2,63.03
NULL,Lea,Conway,2,151.75
NULL,Troy,Barnes,2,201.06
NULL,Dalton,Le,2,178.5
NULL,Jocelyn,Hatfield,2,121.35
NULL,Solomon,Mckee,2,230.35
NULL,Yasmine,Johns,2,80.47
NULL,Kenzie,Farley,2,177.85
NULL,Joselyn,Jordan,2,211.33
NULL,Mekhi,Bennett,2,107.45
NULL,Tiffany,Kane,2,109.46
NULL,Kaylynn,Aguirre,2,237.94
NULL,Kailee,Burke,2,196.99
NULL,Carolyn,Swanson,2,109.3
NULL,Jamar,Roberts,2,53.79
NULL,Oswaldo,Price,2,113.28
NULL,Marianna,Deleon,2,185.11
NULL,Easton,Hicks,2,103.73
NULL,Kasey,York,2,226.77
NULL,Mary,Haley,2,218.18
NULL,Maeve,Lewis,2,101.02
NULL,Cornelius,George,2,110.35
NULL,Zaid,Hernandez,2,74.37
NULL,Jordon,Townsend,2,234.18
NULL,Donald,Pearson,2,117.77
NULL,Jerimiah,Barton,2,130.82
NULL,Alex,Mcmahon,2,92.5
NULL,Brianna,Dodson,2,73.7
NULL,Teagan,Vazquez,2,240.33
NULL,Clinton,Briggs,2,153.32
NULL,Daniel,Spencer,2,132.83
NULL,Katelyn,Christian,2,249.8
NULL,Phoenix,Watkins,2,173.15
NULL,Alexia,Elliott,2,173.68
NULL,Marianna,Skinner,2,92.72
NULL,Lilly,Baker,2,66.58
NULL,Diana,Trevino,2,237.17
NULL,Myah,Espinoza,2,158.43
NULL,Heath,Lynch,2,185
NULL,Laurel,Hutchinson,2,160.91
NULL,Kelly,Koch,2,174.48
NULL,Ryland,Holder,2,128.24
NULL,Adrianna,Stephenson,2,225.42
NULL,Allen,Mullins,2,72.16
NULL,Kameron,Guzman,2,64.22
NULL,Raelynn,Chung,2,59.94
NULL,Jalen,Casey,2,249.33
NULL,Lane,Burton,2,174.33
NULL,Tianna,Bautista,2,243.84
NULL,Riley,Bradford,2,183.9
NULL,Sidney,Jackson,2,209.81
NULL,Troy,Fields,2,95.72
NULL,Jan,Conway,2,142.13
NULL,Brielle,Craig,2,195.33
NULL,Brenden,Whittaker,2,174.66
NULL,Manuela,Mcintyre,2,157.65
NULL,Emery,Matthews,2,85.23
NULL,Rishi,Levy,2,111.27
NULL,Greta,Skinner,2,214.44
NULL,Martha,Castillo,2,154.22
NULL,Giuliana,Obrien,2,229.02
NULL,Asa,Chapman,2,125.57
NULL,Nehemiah,Brooks,2,84.92
NULL,Jamal,Fernandez,2,214.55
NULL,Sophia,Fitzpatrick,2,59.24
NULL,Josie,Eaton,2,128.69
NULL,Josie,Randall,2,248.17
NULL,Karly,Mills,2,70.94
NULL,Araceli,Leonard,2,55.55
NULL,Moises,Bartlett,2,240.43
NULL,Maia,Mccarty,2,78.57
NULL,Jaycee,Wheeler,2,158.78
NULL,Lyric,Orr,2,227.93
NULL,Lauryn,Hahn,2,195.35
NULL,Briana,Bowers,2,115.2
NULL,Sean,May,2,123.48
NULL,Lainey,Cunningham,2,52.25
NULL,Jolie,Forbes,2,144.1
NULL,Jameson,Smith,2,80.83
NULL,Skye,Reese,2,227.51
NULL,Alana,Duffy,2,149.4
NULL,Omari,Baird,2,193.6
NULL,Ace,Baldwin,2,243.6
NULL,Desirae,Dawson,2,150.84
NULL,Mila,Villegas,2,167.63
NULL,Kaitlyn,Mcgee,2,141.97
NULL,Anthony,York,2,239.37
NULL,Ace,Huff,2,170.07
NULL,Lucille,Dyer,2,179.86
NULL,Maren,Michael,2,235.13
NULL,Dangelo,Greer,2,234.25
NULL,Roy,Barker,2,217.43
NULL,Donald,Beasley,2,192.22
NULL,Wilson,Cox,2,84.87
NULL,Jessica,Randall,2,142.4
NULL,Iliana,Wyatt,2,246.63
NULL,Aron,Oliver,2,217.9
NULL,Jazmine,Tucker,2,138.51
NULL,Heath,Yang,2,96.13
NULL,Jazlyn,Mckee,2,247.15
NULL,Landon,English,2,98.76
NULL,Noe,Miller,2,165.94
NULL,Sidney,Underwood,2,205.63
NULL,Wayne,Rosario,2,80.08
NULL,Ada,Barnes,2,128.27
NULL,Ella,Summers,2,94.64
NULL,Kody,Pacheco,2,210.4
NULL,Xzavier,Ellis,2,75.92
NULL,Caitlyn,Mitchell,2,105.68
NULL,Kaylyn,Richards,2,88.48
NULL,Sawyer,Klein,2,237.44
NULL,Leon,Ball,2,183.97
NULL,Kiera,Gill,2,116.78
NULL,Arielle,Rowland,2,216.4
NULL,Glenn,Key,2,235.92
NULL,Kieran,Stanton,2,66.53
NULL,Darnell,Browning,2,202.37
NULL,Renee,Douglas,2,168.33
NULL,Mercedes,Mosley,2,67.23
NULL,Kaylee,Dawson,2,84.65
NULL,Madelyn,Pratt,2,205.62
NULL,Rudy,Cruz,2,226.99
NULL,Darren,Morrow,2,194.77
NULL,Diego,Haas,2,246.67
NULL,Jaylin,Murphy,2,189.53
NULL,Riley,Marks,2,241.12
NULL,Samir,Rios,2,214.99
NULL,Alisson,Burnett,2,180.11
NULL,London,Ray,2,199.94
NULL,Juliette,Richmond,2,70.44
NULL,Theodore,Werner,2,245.56
NULL,Andreas,Key,2,94.77
NULL,Julien,Page,2,91.3
NULL,Walker,Vincent,2,95.73
NULL,Anabella,Mcfarland,2,230.53
NULL,Kiley,Wolfe,2,77.21
NULL,Helena,Manning,2,224.97
NULL,Ramon,Duran,2,93.08
NULL,Dorian,Rogers,2,201.36
NULL,Rylie,Esparza,2,88.33
NULL,Kelsey,Hickman,2,139.22
NULL,Cassie,Prince,2,60.5
NULL,Remington,Potter,2,182.68
NULL,Sofia,Schultz,2,243.49
NULL,Asa,Ward,2,228.44
NULL,Carla,Hoover,2,165.67
NULL,Julie,Pitts,2,225.7
NULL,Gael,Dunlap,2,199.66
NULL,Adam,Ingram,2,216.45
NULL,Princess,Berry,2,223.42
NULL,Ashanti,Meza,2,51.42
NULL,Madelynn,Campbell,2,114.28
NULL,Joanna,Abbott,2,226.59
NULL,Alijah,Goodwin,2,73.98
NULL,Valentina,Oconnell,2,135.38
NULL,Maximillian,Mcclain,2,75.76
NULL,Grady,Shannon,2,130.09
NULL,Julianne,Wiley,2,179.12
NULL,Lea,Cochran,2,226.21
NULL,Alondra,Cisneros,2,178.4
NULL,Mina,Townsend,2,94.47
NULL,Owen,Brown,2,115.22
NULL,Kyleigh,Wheeler,2,103.49
NULL,Drake,Ferrell,2,60.87
NULL,Kaia,Spencer,2,57.46
NULL,Aubrey,Navarro,2,142.79
NULL,Jude,Burnett,2,102.95
NULL,Rose,Parks,2,178.68
NULL,Gina,Gilmore,2,100.58
NULL,Eliezer,Deleon,2,65.34
NULL,Caroline,Bennett,2,142.43
NULL,Tristin,Barber,2,66.96
NULL,Tucker,Park,2,120.73
NULL,Ernesto,Harris,2,174.71
NULL,Jada,Marquez,2,237.47
NULL,Aubree,Sanders,2,56.96
NULL,Brian,Montgomery,2,175.01
NULL,Madeleine,Murphy,2,220.7
NULL,Levi,Mcgee,2,177.29
NULL,Georgia,Cruz,2,113.3
NULL,Andres,Tran,2,151.89
NULL,Kali,Cardenas,2,93.17
NULL,Reid,Ross,2,240.78
NULL,Cara,Saunders,2,137.56
NULL,Monique,Cunningham,2,177.48
NULL,Sean,Strong,2,191.86
NULL,Darien,Kirk,2,69.35
NULL,Abbie,Franco,2,64.18
NULL,Ronald,Hurley,2,148.08
NULL,Nathalie,Ramos,2,97.95
NULL,Lillian,Frazier,2,227.59
NULL,Sophia,Stuart,2,78.4
NULL,Dylan,Mahoney,2,117.24
NULL,Preston,Kaufman,2,217.92
NULL,Sara,Hayden,2,62.77
NULL,Chanel,Byrd,2,186.3
NULL,Jade,Mayer,2,201.67
NULL,Kendal,Juarez,2,153.35
NULL,Malia,Vaughan,2,130.68
NULL,Aimee,Saunders,2,213.49
NULL,Zane,Velazquez,2,160
NULL,Annabella,Contreras,2,98.52
NULL,Mia,Delgado,2,138.97
NULL,Miranda,Ibarra,2,79.13
NULL,Tania,Mcneil,2,247.59
NULL,Rolando,Wagner,2,123.6
NULL,Hayley,Gardner,2,85.78
NULL,Terrell,Glover,2,134.73
NULL,Josh,Bates,2,106.17
NULL,Taylor,Sherman,2,133.23
NULL,Stephanie,Mcbride,2,84.76
NULL,Reece,Schroeder,2,139.54
NULL,Chasity,Brennan,2,170.64
NULL,Andre,Ramirez,2,85.7
NULL,Irvin,Velazquez,2,232.27
NULL,Trinity,Golden,2,174.4
NULL,Ruben,Bradshaw,2,125.86
NULL,Tiara,Nunez,2,128.58
NULL,Maximillian,Greene,2,245.9
NULL,Ruby,Levine,2,161
NULL,Frankie,Kidd,2,55.47
NULL,Caroline,Duke,2,212.6
NULL,Wendy,Lee,2,118.97
NULL,Jax,Potter,2,152.32
NULL,Jair,Klein,2,78.6
NULL,Dominique,Knox,2,246.99
NULL,Sean,Benjamin,2,144.12
NULL,Aileen,Burch,2,246.42
NULL,Brodie,Larsen,2,199.77
NULL,Allyson,Murillo,2,105.38
NULL,Kianna,Zavala,2,69.87
NULL,Dashawn,Cook,2,55.01
NULL,Jamison,Combs,2,161.67
NULL,Arjun,Jacobs,2,227.53
NULL,Marianna,Colon,2,247.14
NULL,Dayami,Proctor,2,139.44
NULL,Hadassah,Duarte,2,162.61
NULL,Bryanna,Melendez,2,220.27
NULL,Mohammad,Lozano,2,190.69
NULL,Natalia,Lindsey,2,189.2
NULL,Beatrice,Tate,2,154.47
NULL,Mary,Perkins,2,90.48
NULL,Jaylon,Combs,2,188.22
NULL,Antwan,Davila,2,90.02
NULL,Isabel,Hays,2,130.22
NULL,Hana,Foster,2,245.91
NULL,Braylon,Collier,2,244.27
NULL,Kyleigh,Ball,2,217.74
NULL,Ari,Hoover,2,153.01
NULL,Kade,Hayden,2,69.82
NULL,Madelyn,Contreras,2,221.6
NULL,Willie,Cain,2,97.86
NULL,Christina,Townsend,2,129.6
NULL,Malaki,Long,2,201.58
NULL,Lennon,Shannon,2,219.13
NULL,Joanna,Snyder,2,237.69
NULL,Kenny,Moran,2,249.17
NULL,Brendan,Curry,2,248.89
NULL,Preston,Rogers,2,90.2
NULL,Daisy,Pena,2,221.99
NULL,Audrey,Stevens,2,204.64
NULL,Jax,Hodge,2,189.66
NULL,Amira,Decker,2,234.95
NULL,Jacqueline,Swanson,2,187.1
NULL,Tyrell,Kennedy,2,219.48
NULL,Nickolas,Kim,2,186.89
NULL,Zachery,Houston,2,85.85
NULL,Larissa,Hanson,2,159.41
NULL,Lola,Werner,2,238.11
NULL,Nikolas,Shepherd,2,102.92
NULL,Emilee,Mcgrath,2,83.49
NULL,Memphis,Ferrell,2,169.27
NULL,Anna,Leblanc,2,205.2
NULL,Nina,Lozano,2,89.53
NULL,Lance,Richmond,2,158.59
NULL,Lucas,Harper,2,158.87
NULL,Erick,Weiss,2,131.26
NULL,Brogan,Ewing,2,139.26
NULL,Amanda,Wu,2,60.81
NULL,Corbin,Ray,2,68.17
NULL,Keegan,Bernard,2,230.23
NULL,Andres,Nichols,2,210.93
NULL,Rylee,Pitts,2,128.48
NULL,Sarahi,Mclean,2,142.11
NULL,Irene,Olsen,2,116.47
NULL,Emilia,Cline,2,243.97
NULL,Jaden,Sherman,2,167.1
NULL,Isaias,Stevens,2,200.58
NULL,Zachary,Vincent,2,231.51
NULL,Kiara,Santos,2,97.95
NULL,Madalynn,Chapman,2,70.98
NULL,Ezequiel,Decker,2,143.28
NULL,Reagan,Estes,2,170.87
NULL,Lexi,Joseph,2,220.45
NULL,Lamar,Lester,2,55.53
NULL,Kinsley,Gutierrez,2,91.45
NULL,Lilian,Stanley,2,122.24
NULL,Gage,Wilson,2,240.75
NULL,Marianna,Steele,2,227.48
NULL,Annabella,David,2,102.3
NULL,Jadyn,Glenn,2,62.66
NULL,Wayne,Morgan,2,177.52
NULL,Azaria,Stanton,2,183.93
NULL,Nickolas,Austin,2,149.27
NULL,Xavier,Larson,2,231.77
NULL,Jovani,Dorsei,2,192.25
NULL,Zain,Oneill,2,119.74
NULL,Manuel,Hall,2,121.65
NULL,Hamza,Solomon,2,183.36
NULL,Jadyn,Johnson,2,178.61
NULL,Rishi,Mathis,2,99.85
NULL,Zechariah,Christian,2,125.83
NULL,Kaylin,Mckay,2,201.15
NULL,Jayvon,Holder,2,129.73
NULL,Callie,Clay,2,93.69
NULL,Moises,Meza,2,237.79
NULL,Reece,Goodwin,2,142
NULL,Caitlin,Ruiz,2,168.92
NULL,Brodie,Fowler,2,101.94
NULL,Bethany,Cowan,2,158.63
NULL,Jesse,Hampton,2,142.32
NULL,Summer,Price,2,90.21
NULL,Roderick,Osborne,2,86.18
NULL,Marisa,Sloan,2,239.95
NULL,Imani,Pope,2,204.63
NULL,Dillan,Hanson,2,92.64
NULL,Asher,Mcdaniel,2,87.21
NULL,Campbell,Barnett,2,138.29
NULL,Kyleigh,Sampson,2,220.89
NULL,Braxton,Bryan,2,114.45
